Directory,Id,Test Run ID,Test Case ID,Name,Status,Executed By,Executed End,Application,Module,Requirement,Requirement Name,Defect IDs
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70118,70118,50118,"Finance end-to-end scenario 118 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1016,Finance requirement 16,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70119,70119,50119,"Finance end-to-end scenario 119 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1016,Finance requirement 16,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70120,70120,50120,"Finance end-to-end scenario 120 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1017,Finance requirement 17,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70121,70121,50121,"Finance end-to-end scenario 121 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1017,Finance requirement 17,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70122,70122,50122,"Finance end-to-end scenario 122 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1017,Finance requirement 17,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70123,70123,50123,"Finance end-to-end scenario 123 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1017,Finance requirement 17,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70124,70124,50124,"Finance end-to-end scenario 124 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1017,Finance requirement 17,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70125,70125,50125,"Finance end-to-end scenario 125 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1017,Finance requirement 17,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70126,70126,50126,"Finance end-to-end scenario 126 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1017,Finance requirement 17,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70127,70127,50127,"Finance end-to-end scenario 127 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1018,Finance requirement 18,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70128,70128,50128,"Finance end-to-end scenario 128 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1018,Finance requirement 18,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70129,70129,50129,"Finance end-to-end scenario 129 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1018,Finance requirement 18,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70130,70130,50130,"Finance end-to-end scenario 130 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1018,Finance requirement 18,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70131,70131,50131,"Finance end-to-end scenario 131 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1018,Finance requirement 18,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70132,70132,50132,"Finance end-to-end scenario 132 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1018,Finance requirement 18,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70133,70133,50133,"Finance end-to-end scenario 133 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1018,Finance requirement 18,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70134,70134,50134,"Finance end-to-end scenario 134 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1019,Finance requirement 19,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70135,70135,50135,"Finance end-to-end scenario 135 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1019,Finance requirement 19,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70136,70136,50136,"Finance end-to-end scenario 136 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1019,Finance requirement 19,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70137,70137,50137,"Finance end-to-end scenario 137 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1019,Finance requirement 19,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70138,70138,50138,"Finance end-to-end scenario 138 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1019,Finance requirement 19,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70139,70139,50139,"Finance end-to-end scenario 139 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1019,Finance requirement 19,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70140,70140,50140,"Finance end-to-end scenario 140 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1019,Finance requirement 19,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70141,70141,50141,"Finance end-to-end scenario 141 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1020,Finance requirement 20,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70142,70142,50142,"Finance end-to-end scenario 142 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1020,Finance requirement 20,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70143,70143,50143,"Finance end-to-end scenario 143 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1020,Finance requirement 20,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70144,70144,50144,"Finance end-to-end scenario 144 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1020,Finance requirement 20,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70145,70145,50145,"Finance end-to-end scenario 145 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1020,Finance requirement 20,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70146,70146,50146,"Finance end-to-end scenario 146 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1020,Finance requirement 20,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70147,70147,50147,"Finance end-to-end scenario 147 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1020,Finance requirement 20,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70148,70148,50148,"Finance end-to-end scenario 148 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1021,Finance requirement 21,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70149,70149,50149,"Finance end-to-end scenario 149 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1021,Finance requirement 21,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70150,70150,50150,"Finance end-to-end scenario 150 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1021,Finance requirement 21,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70151,70151,50151,"Finance end-to-end scenario 151 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1021,Finance requirement 21,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70152,70152,50152,"Finance end-to-end scenario 152 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1021,Finance requirement 21,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70153,70153,50153,"Finance end-to-end scenario 153 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1021,Finance requirement 21,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70154,70154,50154,"Finance end-to-end scenario 154 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1021,Finance requirement 21,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70155,70155,50155,"Finance end-to-end scenario 155 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1022,Finance requirement 22,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70156,70156,50156,"Finance end-to-end scenario 156 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1022,Finance requirement 22,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70157,70157,50157,"Finance end-to-end scenario 157 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1022,Finance requirement 22,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70158,70158,50158,"Finance end-to-end scenario 158 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1022,Finance requirement 22,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70159,70159,50159,"Finance end-to-end scenario 159 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1022,Finance requirement 22,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70160,70160,50160,"Finance end-to-end scenario 160 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1022,Finance requirement 22,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70161,70161,50161,"Finance end-to-end scenario 161 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1022,Finance requirement 22,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70162,70162,50162,"Finance end-to-end scenario 162 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1023,Finance requirement 23,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70163,70163,50163,"Finance end-to-end scenario 163 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1023,Finance requirement 23,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70164,70164,50164,"Finance end-to-end scenario 164 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1023,Finance requirement 23,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70165,70165,50165,"Finance end-to-end scenario 165 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1023,Finance requirement 23,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70166,70166,50166,"Finance end-to-end scenario 166 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1023,Finance requirement 23,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70167,70167,50167,"Finance end-to-end scenario 167 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1023,Finance requirement 23,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70168,70168,50168,"Finance end-to-end scenario 168 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1023,Finance requirement 23,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70169,70169,50169,"Finance end-to-end scenario 169 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1024,Finance requirement 24,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70170,70170,50170,"Finance end-to-end scenario 170 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1024,Finance requirement 24,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70171,70171,50171,"Finance end-to-end scenario 171 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1024,Finance requirement 24,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70172,70172,50172,"Finance end-to-end scenario 172 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1024,Finance requirement 24,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70173,70173,50173,"Finance end-to-end scenario 173 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1024,Finance requirement 24,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70174,70174,50174,"Finance end-to-end scenario 174 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1024,Finance requirement 24,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70175,70175,50175,"Finance end-to-end scenario 175 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1024,Finance requirement 24,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70176,70176,50176,"Finance end-to-end scenario 176 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1025,Finance requirement 25,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70177,70177,50177,"Finance end-to-end scenario 177 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1025,Finance requirement 25,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70178,70178,50178,"Finance end-to-end scenario 178 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1025,Finance requirement 25,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70179,70179,50179,"Finance end-to-end scenario 179 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1025,Finance requirement 25,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70180,70180,50180,"Finance end-to-end scenario 180 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1025,Finance requirement 25,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70181,70181,50181,"Finance end-to-end scenario 181 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1025,Finance requirement 25,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70182,70182,50182,"Finance end-to-end scenario 182 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1025,Finance requirement 25,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70183,70183,50183,"Finance end-to-end scenario 183 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1026,Finance requirement 26,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70184,70184,50184,"Finance end-to-end scenario 184 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1026,Finance requirement 26,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70185,70185,50185,"Finance end-to-end scenario 185 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1026,Finance requirement 26,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70186,70186,50186,"Finance end-to-end scenario 186 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1026,Finance requirement 26,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70187,70187,50187,"Finance end-to-end scenario 187 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1026,Finance requirement 26,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70188,70188,50188,"Finance end-to-end scenario 188 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1026,Finance requirement 26,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-70189,70189,50189,"Finance end-to-end scenario 189 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1026,Finance requirement 26,
